srpk3_hom_ttnb_het_1	9.6	0.025550490079964253
srpk3_hom_ttnb_het_2	9.4	0.026164123244131303
srpk3_hom_ttnb_het_7	9.8	0.025679276078530742
srpk3_hom_ttnb_het_8	9.5	0.027149200239592084
srpk3_hom_ttnb_het_9	9.4	0.025800241183327934
srpk3_hom_ttnb_het_10	9.8	0.02538871272174585
srpk3_hom_ttnb_wt_1	9.3	0.025838718734999426
srpk3_hom_ttnb_wt_4	9.5	0.026351355731482368
srpk3_hom_ttnb_wt_5	9.6	0.026058499830955154
srpk3_hom_ttnb_wt_6	9.7	0.025495306439024017
srpk3_hom_ttnb_wt_7	9.5	0.02548273506594482
srpk3_hom_ttnb_wt_8	9.7	0.02592374209305885
srpk3_wt_ttnb_het_1	9.3	0.025896713054664035
srpk3_wt_ttnb_het_2	9.5	0.025878643565635708
srpk3_wt_ttnb_het_3	9.0	0.02579589463627565
srpk3_wt_ttnb_het_7	9.2	0.02949272228768975
srpk3_wt_ttnb_het_8	9.4	0.025575177268341836
srpk3_wt_ttnb_het_9	9.2	0.02615110317304512
srpk3_wt_ttnb_wt_2	9.3	0.02562176790063467
srpk3_wt_ttnb_wt_3	9.4	0.026303987733489177
srpk3_wt_ttnb_wt_4	9.6	0.0252305483864281
srpk3_wt_ttnb_wt_5	9.5	0.025467368270352102
srpk3_wt_ttnb_wt_6	9.9	0.025217417582752418
srpk3_wt_ttnb_wt_7	9.6	0.026256427899772915
